,,,,,,QUALITY,,,,,RESPONSE VARIABLEN,,Klimaangaben [mm],,,,,,Höhenangaben [m],,,,,Hangneigungsklassen [%],,,,,,,,,,,,,,Abflussakkumulation [no. raster cells],,,,,,,Speichervermoegen [%],,,,,,,Durchlaessigkeit [%],,,,,,Vernaessung [%],,,,,Gruendigkeit [%],,,,,,Bodennutzung [%],,,,,,,,,,,Bodenbedeckung [%],,,,,,,,,Geologie / tektonische Einheiten [%],,,,,,,,,,,,,,,,,,,,,,Geologie / Lithologie [%],,,,,,,,,,,,,,,,,Geologie / Chronostratigraphie [%],,,,,,,,,,,,Maechtigkeit Lockermaterial,,,,Geology CH 1:25000,,,,,,Quaternary Deposits  CH 1:25000,,,,,,,,
8,2109,Lütschine,Gsteig,BAFU,"380,7",1,1,,,"0,6533","0,5972",13164,"1750,87","958,78","806,26","492,84","327,81","172,78",585,4159,2038,"7,7720",3574,"31,84",1,0,0,0,"8,8135","16,4237","22,0085","24,8476","14,4627","7,3040","3,8835","1,8873","0,3692","1,3342",311526,4198,1627,16280,5469,"0,8184","15,3622","21,4640","8,7827","8,2742","0,0000","0,0000","19,6226","0,0000","0,0114","15,5742","36,1792","2,1184","40,4108","49,5135","3,0536","1,3047","0,0114","14,8951","36,8262","8,7941","8,2629","0,0000","0,0000","15,8406","0,0000","1,1042","4,0988","34,4257","0,0000","22,8495","19,4615","18,0603","0,0000","0,0000","0,0000",21889,144,1254,11009,13659,74,279,17950,579,11980,3354,0,0,26657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,8356","14,4125","39,7413","0,0711","1,7625","3,0042","1,6702","0,0000","0,4335","0,3346","0,1161","6,7872","0,0000","2,7864","0,0000","1,4347","0,0000","54,8271","13,9065","0,0866","2,0100","0,3018","0,0932","0,0000","0,0000","0,0000","67,23","3,97","4,35","9,63","7,48","5,64","1,70","0,0","0,0","0,0","0,0","50,3","49,7","54,8","0,0","0,0","1,5","28,2","0,2","22,3","2,4","0,2"
9,2112,Sitter,Appenzell,BAFU,"88,1",2,1,,,"0,6374","0,5127",7108,"1856,32","1054,06","841,86","589,08","382,82","217,05",769,2502,1303,"6,1284",1733,"25,94",1,0,0,0,"18,5069","21,5338","20,6019","22,1543","9,5485","3,8634","2,2571","1,2505","0,2836","1,2335",136228,2188,846,8470,5460,"1,5462","25,9971","11,0323","24,4133","13,7042","12,9100","2,7738","42,8852","10,4632","15,2359","26,6232","35,8303","2,6781","55,5033","55,1428","8,3781","12,7849","14,5249","42,0883","35,8303","35,9396","16,2870","2,7738","0,0000","33,5331","0,0000","2,1742","9,9356","56,4976","0,0000","27,9610","3,4316","0,0000","0,0000","0,0000","0,0000",9252,209,1064,4542,32,481,925,23169,584,29951,1842,18658,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,197,0,0,0,"24,8166","0,7386","34,0504","0,1306","1,6316","0,0000","0,0000","0,0000","0,2882","0,0000","0,0002","0,0229","0,0000","0,0000","0,0000","0,0000","0,0000","50,9336","0,0000","0,4057","0,0000","31,5275","0,0000","0,0000","0,0000","0,0000","65,60","3,25","3,32","7,48","7,26","10,89","2,20","0,0","0,0","0,0","36,3","0,0","63,7","49,9","0,0","0,0","3,4","24,8","1,8","17,1","2,2","0,6"
10,2117,Drance de Bagnes,"Le Châble, Villette",BAFU,"252,9",1,3,,"residual water, hydropeaking","1,1611","1,1609",23364,"1319,61","660,32","667,03","433,59","297,72","142,39",808,4312,2604,"6,8067",3504,"29,74",0,0,0,1,"12,8688","16,3087","21,5330","24,6365","13,7898","6,6512","3,1451","0,9798","0,0870","1,2630",95631,4144,284,2914,5596,"0,3781","12,0949","17,6650","2,4343","3,2420","0,0000","0,0000","11,2827","0,0000","1,7922","0,6564","9,2669","23,7208","32,2450","31,2817","1,7779","1,2020","1,1746","10,7855","28,5579","4,8109","2,0674","0,0000","0,0000","8,8764","0,0000","0,6042","8,2079","24,4007","0,1740","7,8446","30,3389","27,5044","0,0000","0,0000","0,9253",20405,22,1125,23329,23405,1027,66,6567,198,0,0,0,0,0,0,6964,9921,0,0,0,0,19391,0,0,0,0,0,0,0,0,0,"6,9886","27,6888","7,9769","0,0000","0,0484","10,2514","2,8120","0,0000","0,0000","0,0011","2,4267","0,0005","0,0000","0,1254","0,0000","0,0000","0,2552","36,8220","0,0000","0,0000","0,0000","0,0000","0,7765","0,0000","0,0000","1,6862","56,53","5,09","5,75","13,28","10,97","5,92","2,46","0,0","0,0","0,0","0,0","51,4","48,4","36,5","0,1","0,0","0,9","20,7","0,1","12,9","1,7","0,1"
11,2122,Birse,"Moutier, La Charrue",BAFU,"190,8",3,3,,poor data without reason,"0,4655","0,4050",18000,"1380,79","715,34","697,81","711,44","463,70","260,38",518,1445,923,"3,2214",927,"16,53",1,0,0,0,"38,2380","28,7182","16,5186","12,5796","2,8854","0,6814","0,2729","0,0982","0,0078","1,0787",81481,3220,1271,12715,6336,"0,4271","0,0000","7,6112","26,5370","56,9243","7,0256","0,0000","59,6098","1,4192","10,3967","1,8157","76,8554","7,6112","74,6274","75,4571","5,6065","17,0345","0,0000","34,4434","7,6112","49,5780","35,3025","5,6065","0,0000","47,0201","0,3040","6,2482","0,0000","41,1475","0,4367","51,8637","0,0000","0,0000","0,0000","0,0000","0,0000",901,39,224,92,0,26,126,44033,3575,0,0,3815,3359,0,12,0,0,0,33652,101,0,0,0,0,0,0,0,0,7921,0,0,"9,6888","0,0000","13,7369","0,0000","1,2616","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","48,9207","0,0000","7,0562","2,6832","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"100,0","0,0","0,0","0,0","0,0","0,0","41,9","0,2","5,9","2,5","0,6","0,3","32,1","0,3","0,0"
12,2125,Lorze,Frauenthal,BAFU,"255,8",2,3,,regulated lake upstream,"1,4355","1,3289",,"1420,91","851,49","591,49","737,05","473,98","276,37",390,1797,684,"2,4179",1407,"12,08",0,0,1,0,"56,2292","18,8340","13,4544","7,8812","2,6393","0,6542","0,2388","0,0660","0,0029","1,0589",89933,4610,1730,17273,6065,"0,3515","0,0000","3,1617","15,6096","13,1657","34,0499","12,5027","58,5135","0,0000","17,7162","56,1250","4,3162","0,3322","44,5467","28,2962","9,4315","30,7704","9,9915","44,8591","0,0000","18,8481","30,9114","28,7302","0,0000","49,0702","1,1489","9,4394","0,3393","44,2461","0,2322","26,7471","0,0000","0,0000","0,0000","0,0000","17,8470",313,152,0,380,0,17881,1656,25378,85,0,0,17323,1660,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,0,0,0,"3,1994","5,8113","31,5738","4,2525","0,0580","0,0000","2,9312","0,0000","1,6339","0,0000","0,0000","0,0000","0,0000","0,0000","2,8399","0,0000","0,0000","76,1265","0,0000","20,3188","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","31,13","2,61","3,08","7,94","8,46","13,12","33,66","0,0","27,6","9,2","63,2","0,0","0,0","71,9","0,8","1,3","10,2","33,2","0,7","10,1","4,4","11,2"
13,2126,Murg,Wängi,BAFU,"76,0",2,1,,,"0,5458","0,4835",12258,"1314,62","723,95","617,73","753,73","485,87","281,29",466,1037,652,"2,4298",571,"12,53",1,0,0,0,"54,2009","22,4152","13,0989","7,4262","2,5176","0,3006","0,0329","0,0076","0,0000","1,0515",61585,2740,1093,10939,6151,"0,8104","0,0000","0,0000","0,0000","44,3550","51,2741","3,0194","75,3179","0,0000","45,0435","45,0648","3,7208","4,8194","52,8524","29,6970","21,7668","38,2144","8,9704","55,9388","0,0000","0,0000","64,3786","34,2699","0,0000","66,0431","0,2860","12,0461","0,0000","52,9869","0,0000","34,2994","0,0000","0,0000","0,3816","0,0000","0,0000",44,145,4,58,0,171,618,31338,0,0,0,0,0,0,0,0,0,0,0,48819,0,0,0,0,0,0,0,0,0,0,0,"0,0307","0,2946","59,9860","0,0000","6,8774","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","1,5931","0,0000","0,0000","5,9185","0,0000","9,1524","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","48,24","2,43","2,77","7,42","9,27","21,20","8,68","0,0","100,0","0,0","0,0","0,0","0,0","42,0","0,1","7,8","1,5","27,3","1,7","1,8","1,8","0,0"
14,2132,Töss,Neftenbach,BAFU,"343,2",2,1,,,"0,5336","0,4623",11828,"1323,56","734,56","617,79","749,76","482,97","279,98",388,1314,651,"2,6870",926,"13,60",0,0,0,1,"53,2714","20,4675","12,3212","9,1786","4,0042","0,6387","0,1018","0,0163","0,0002","1,0636",46790,5673,2229,22235,6131,"0,1364","0,0000","0,0000","0,0000","48,8535","37,0890","8,4572","71,9337","0,0000","30,5395","54,7590","5,0568","4,0445","53,1610","28,9706","28,8636","30,0509","6,5146","50,7272","0,0000","0,0000","57,8312","36,5684","0,0000","63,9535","1,4521","11,9448","0,0000","39,3469","0,3681","46,8858","0,0000","0,0000","0,0022","0,0000","0,0000",99,255,2,56,0,115,544,42913,0,0,0,1604,0,0,0,0,0,0,0,42181,0,0,0,0,0,0,0,0,0,0,0,"0,0021","0,0434","61,8187","6,9815","3,6167","0,0000","0,0000","0,0000","0,0000","0,0000","0,0573","0,0000","0,0000","0,0000","10,9447","0,0000","0,0000","56,4753","0,0000","20,5983","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
15,2139,Rheintaler Binnenkanal,St.Margrethen,BAFU,"348,2",3,1,,,"1,3905","1,2526",21227,"1552,41","911,60","672,03","707,06","453,63","266,65",398,2434,827,"3,3977",2036,"16,00",0,1,0,0,"44,5047","18,9496","17,4933","11,9350","4,6919","1,4252","0,6323","0,3035","0,0645","1,1026",18478,3589,1509,15082,6169,,"7,3833","18,1622","11,4433","14,1184","19,5258","19,8435","58,5335","17,6112","21,5507","22,1268","28,5241","0,6637","48,9016","40,9722","24,9066","6,3004","18,2973","45,7189","25,5455","18,1615","23,9474","22,8221","0,0000","44,9998","1,3100","10,3339","3,8313","53,7173","0,2355","29,7485","0,4509","0,0000","0,0000","0,3725","0,0000",2388,201,655,944,1,181,1005,26780,204,22115,1208,9442,484,0,0,0,0,0,0,0,681,54,0,30,0,0,0,601,0,0,0,"15,1124","0,1402","55,3383","0,8779","1,9063","0,0000","0,0000","0,0000","0,7964","0,0000","0,0004","0,3717","0,0000","0,0000","1,4372","0,1275","0,0000","66,0776","0,0536","0,6541","0,0000","9,0673","0,0000","0,0000","0,0000","0,0000","46,51","2,26","2,31","5,13","4,15","5,23","34,41","0,0","0,0","0,0","25,6","0,0","74,4","65,4","7,2","0,0","22,0","17,2","1,1","15,2","2,4","0,1"
16,2150,Landquart,Felsenbach,BAFU,"614,3",1,3,,hydropeaking,"0,9819","0,8918",20732,"1290,30","766,86","538,45","590,61","392,36","208,42",570,3297,1794,"5,9390",2727,"27,94",0,0,1,0,"9,1484","19,6298","27,1075","27,7996","11,1841","3,3748","1,3096","0,4094","0,0368","1,1973",82166,5505,300,3072,5447,"0,1338","8,6785","18,2300","42,3777","12,2798","0,0000","0,0000","36,8985","5,8769","24,3353","20,0165","14,4452","16,8922","51,3678","49,2787","19,6246","3,2121","9,4506","33,9917","26,0627","52,5815","2,5776","0,3442","0,0000","28,0671","0,0000","1,5250","13,0467","42,2170","0,0000","30,0554","12,2144","0,9415","0,0000","0,0000","0,0000",6230,144,2463,12051,901,136,971,24132,503,0,0,0,0,0,0,898,681,10357,0,0,8977,2123,0,0,0,0,0,0,0,128,42,"1,8982","1,5100","75,6684","0,0671","0,0264","7,9883","0,4641","0,0108","8,5638","0,0000","1,8006","0,2583","0,0109","0,0980","0,0000","0,6328","0,0000","77,3212","0,0000","0,4096","0,7491","1,0423","0,1553","0,0000","1,7663","2,3632",,,,,,,,"0,0","0,0","0,0","0,0","0,7","99,2","77,1","0,1","0,0","1,2","51,9","0,6","18,2","5,1","0,1"
17,2151,Simme,Oberwil,BAFU,"344,1",1,3,,hydropeaking,"0,7172","0,6215",15955,"1571,35","849,65","744,00","606,96","399,12","218,28",776,3243,1635,"5,3178",2467,"25,14",0,0,0,1,"13,8084","22,8196","28,0586","23,5356","7,8916","2,3587","1,0139","0,4544","0,0592","1,1684",313625,5679,2273,22728,5738,"0,9115","8,0994","23,2282","27,4430","25,5981","0,0000","0,0000","39,8795","10,0606","18,6011","20,4479","34,5907","0,6683","50,0621","49,8727","13,3677","8,2182","12,9100","38,2257","31,3275","44,8208","8,0392","0,1811","0,0000","29,1622","0,1569","0,8252","3,4979","55,8719","3,5493","24,7557","8,7152","2,6279","0,0000","0,0000","0,0000",6059,101,1085,7833,2653,107,611,22478,1748,6165,4596,0,0,0,0,0,6666,0,0,0,4510,9159,4329,0,0,0,0,0,0,0,0,"7,9519","3,7958","39,4105","0,0000","1,1037","0,0000","0,0000","0,0000","8,4906","0,0000","0,1318","0,5489","0,0109","0,0000","0,0008","5,6295","0,0000","68,3253","0,0000","0,0000","0,6984","0,0000","0,3770","0,0000","0,0000","0,0000","58,59","5,83","6,25","13,70","9,11","4,96","1,56","0,0","0,0","0,0","0,0","0,0","100,0","63,9","0,1","0,0","2,2","32,6","0,4","25,0","3,4","0,2"
18,2159,Gürbe,"Belp, Mülimatt",BAFU,"116,1",2,1,,,"0,6454","0,5834",13049,"1339,61","769,92","596,05","719,77","467,26","265,07",518,2175,847,"2,8354",1656,"14,23",0,1,0,0,"47,5870","25,2934","14,0707","8,2001","3,4469","1,0278","0,3076","0,0627","0,0039","1,0694",244878,3229,1281,12784,6347,"2,1083","3,2433","7,9374","5,6011","27,7911","48,5541","6,4531","71,4291","6,0393","6,4948","43,2795","43,7665","0,0000","64,7867","58,7215","11,2863","21,2314","8,3409","44,5879","11,1807","11,6404","43,5039","32,2331","1,0220","59,8031","0,0000","6,3988","1,2599","67,1435","0,2238","24,7588","0,0000","0,0000","0,0000","0,0000","0,2152",910,189,515,560,0,294,147,23819,217,0,0,1740,5678,0,26,0,346,0,0,852,0,10193,2906,0,0,0,0,0,0,0,0,"3,5711","0,5154","82,3466","0,0000","0,2052","0,0000","0,0000","0,0000","2,3790","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","79,9725","0,0386","8,5320","0,0000","0,0000","0,0074","0,0000","0,0000","0,0000","34,63","5,60","5,44","9,62","8,62","16,86","19,23","0,0","0,3","42,0","26,7","2,1","28,9","78,8","0,0","0,2","15,8","45,0","2,9","12,9","1,5","0,5"
19,2161,Massa,Blatten bei Natters,BAFU,"188,1",1,1,,,"0,1510","0,1313",8446,"2512,66","1355,61","1178,05","363,48","251,63","116,53",1446,4194,2933,"6,1384",2749,"26,66",0,0,1,0,"21,3032","18,5628","20,4818","17,3346","11,1292","6,8025","3,3253","1,0262","0,0343","1,2363",180945,3342,1294,12995,6012,"0,9618","3,3789","0,7246","0,9636","0,0000","0,0000","0,0000","1,2865","0,0000","0,0000","0,0000","0,4322","4,6349","4,9807","4,6349","0,4322","0,0000","0,0000","1,3748","4,1035","0,9636","0,0000","0,0000","0,0000","1,2061","0,0000","0,0000","3,7540","2,3697","0,0000","1,2578","24,5004","68,1180","0,0000","0,0000","0,0000",24586,0,42,15705,55617,53,8,363,193,0,0,0,0,19940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0532","42,4770","9,1240","0,0000","0,0000","9,9686","15,0863","0,0000","0,0000","2,1234","0,9041","0,5586","0,0000","0,0000","0,0000","0,0000","0,0000","53,3134","0,0000","0,0000","0,0530","0,0000","0,0000","0,0000","0,0000","0,0000","60,80","9,52","7,35","11,14","7,40","3,63","0,15","0,0","0,0","0,0","0,0","100,0","0,0","51,6","0,0","1,7","0,0","48,2","0,0","1,6","0,0","0,0"
21,2176,Sihl,"Zürich, Sihlhölzli",BAFU,"338,1",3,3,,residual water,"0,7333","0,7097",13291,"1812,52","1036,92","802,56","666,77","431,72","247,25",412,2282,1049,"3,7235",1870,"18,35",1,0,0,0,"32,1163","26,4439","21,7089","13,3910","4,6397","1,0568","0,4072","0,1937","0,0424","1,1019",112993,11903,4458,44759,5779,"0,3342","2,1133","9,4519","24,3537","27,0486","19,8166","6,8770","57,1030","12,3295","19,6413","41,5731","16,1171","0,0000","48,1600","39,5078","17,6785","17,1208","15,3540","46,9108","11,5652","37,2921","26,7725","14,0314","0,0000","44,5185","0,3050","4,6842","1,2971","44,8655","2,0807","41,2986","0,3058","0,0000","1,9842","0,0000","3,1789",1253,534,220,1233,0,3245,6084,38113,697,11411,7446,10476,183,0,133,0,133,267,0,4229,0,269,4167,0,0,0,0,0,0,0,0,"8,5544","0,1348","55,9807","4,7696","0,3768","0,0000","1,5219","0,0000","9,0269","0,0000","0,0093","2,9125","0,0449","0,0000","7,6399","0,0183","0,0000","57,9904","0,0000","14,3869","0,0179","0,0309","0,3880","0,0000","0,0000","0,0000","47,17","2,51","3,01","9,11","9,88","13,15","15,17","0,0","18,1","2,6","33,0","0,0","46,4","59,6","0,4","0,5","7,7","21,9","2,9","9,8","16,3","0,1"
22,2179,Sense,"Thörishaus, Sensematt",BAFU,"351,1",2,2,,,"0,5750","0,5215",10249,"1416,24","796,55","646,89","674,97","439,41","247,13",551,2187,1070,"3,6235",1636,"18,09",1,0,0,0,"30,5090","32,0818","20,2186","11,3408","4,0138","1,2069","0,4573","0,1591","0,0127","1,0936",234830,5209,2022,20239,5858,"0,6689","4,3460","4,6279","14,6277","42,1387","29,5684","3,8627","66,1763","16,2489","10,0664","25,7652","46,6531","0,4379","60,4958","55,3563","19,7464","5,5000","18,5688","46,4060","8,9739","30,4387","32,8522","19,1466","7,7599","56,7588","0,0000","1,5006","2,0188","60,1767","1,1591","35,0167","0,0000","0,0000","0,0000","0,0000","0,1282",1293,324,372,1618,0,144,63,33038,631,0,0,855,19526,0,10404,0,1077,0,0,347,0,4415,13691,0,0,0,0,0,0,0,0,"3,3386","0,3924","26,0682","0,0000","0,2150","0,0000","0,0000","0,0000","16,1054","0,0000","0,0370","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","51,1054","0,0314","42,6540","0,0000","0,0000","0,0268","0,0000","0,0000","0,0000","62,89","4,68","5,37","11,69","7,89","5,95","1,52","0,0","0,9","52,3","7,4","0,0","38,6","50,6","0,1","0,4","5,9","22,8","1,7","14,9","4,4","0,4"
23,2185,Plessur,"Chur, nur Hauptstation",BAFU,"263,7",1,3,,hydropeaking,"0,6268","0,5669",22272,"1152,58","709,98","449,05","568,23","378,29","199,72",562,2979,1862,"5,5687",2417,"26,73",1,0,0,0,"9,3165","22,1163","28,8817","26,4979","9,3694","2,4854","0,9899","0,3191","0,0239","1,1752",92952,4215,1645,16505,5563,"0,3525","4,3131","21,3202","43,9875","13,1791","0,0000","0,0000","38,6054","5,6221","24,5867","26,9562","25,0069","0,6280","47,7663","52,5911","17,0297","5,7949","7,3842","33,3930","25,6333","57,1666","0,0000","0,0000","0,0000","27,9933","0,0592","1,4193","6,9855","47,2363","0,0000","31,8576","12,4420","0,0000","0,0000","0,0000","0,0000",5649,111,1232,12725,0,159,928,25987,1254,0,0,0,0,0,0,1688,1091,6758,0,0,11504,1395,368,0,0,0,0,0,0,292,0,"6,5127","0,1713","80,5809","0,7641","0,0792","0,5151","0,1891","0,0046","0,2746","0,0000","0,8659","5,9089","0,0647","0,0090","0,2094","2,3375","0,0000","80,2566","0,0000","0,3484","1,1916","8,4293","2,2419","0,2725","0,1616","0,1049",,,,,,,,"0,0","0,0","0,0","0,0","5,0","95,0","79,9","0,1","0,0","0,1","39,3","0,2","20,5","19,5","0,2"
24,2187,Werdenberger Binnenkanal,Salez,BAFU,"183,3",3,1,,,"1,9343",,24740,"1658,43","966,37","725,77","686,14","441,53","257,39",431,2434,1001,"4,0451",2003,"18,72",0,1,0,0,"36,6297","19,5514","19,5245","14,7797","6,1014","1,9629","0,9165","0,4450","0,0889","1,1304",20748,2932,1288,12871,6087,"0,1132","11,9702","27,3162","7,9972","20,0386","7,5562","16,8382","51,5931","13,0551","19,3968","15,3912","43,2782","0,5952","54,8222","52,8642","24,9112","0,0000","13,9410","39,6127","39,2863","17,7788","13,8213","20,8301","0,0000","39,9256","0,6330","7,1374","7,2757","53,7284","0,0000","29,7164","0,8563","0,0000","0,0000","0,6528","0,0000",3974,139,1210,1629,2,168,1118,26569,287,32829,2189,0,0,0,0,0,0,0,0,0,1293,102,0,0,0,0,0,0,0,0,0,"18,8251","0,0083","45,9806","1,4538","2,5390","0,0000","0,0000","0,0000","1,1837","0,0000","0,0000","0,7106","0,0000","0,0000","0,0140","0,2473","0,0000","63,9825","0,1019","0,0970","0,0000","8,2427","0,0000","0,0000","0,0000","0,0000","50,50","2,59","2,73","5,84","4,42","4,64","29,26","0,0","0,0","0,0","0,0","0,0","100,0","63,6","13,3","0,0","9,2","22,2","0,8","17,9","0,1","0,0"
25,2199,Wiese,Basel,BAFU,"13,7",3,3,,,"0,4399","0,7182",15456,"848,30","481,04","393,74","814,05","524,49","304,51",246,522,309,"1,1050",276,"5,72",0,0,0,1,"80,9447","13,9424","3,8953","1,0560","0,1176","0,0345","0,0096","0,0000","0,0000","1,0132",6715,1160,120,1184,6691,"0,4897","0,0000","0,0000","8,9107","38,9707","0,0000","0,0000","30,4358","20,7379","8,9107","0,0000","0,0000","18,2328","25,9447","18,2328","29,6486","0,0000","0,0000","19,3825","0,0000","8,9107","0,0000","38,9707","0,0000","34,7409","0,9474","47,4547","0,0000","25,6148","1,8903","24,0929","0,0000","0,0000","0,0000","0,0000","0,0000",0,762,104,0,0,212,13,17629,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,"4,1105","0,9628","30,9013","0,0205","2,0949","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","88,4896","0,0000","0,1324","0,0000","0,0000","13,0046","0,0000","0,0000","0,0000",,,,,,,,"99,4","0,0","0,0","0,0","0,0","0,0","73,2","3,9","11,6","51,0","0,0","0,0","5,8","0,7","0,2"
26,2200,Weisse Lütschine,Zweilütschinen,BAFU,"164,1",1,1,,,"0,6294","0,5828",12645,"1820,74","999,77","831,73","479,09","320,35","166,03",638,4159,2155,"8,2319",3521,"33,11",1,0,0,0,"7,7469","14,5045","21,4068","26,0263","15,4462","7,9810","4,2374","2,2012","0,4496","1,3669",311722,2983,1159,11594,5463,"1,8996","17,2353","19,0864","6,4723","4,7382","0,0000","0,0000","15,6296","0,0000","0,0000","8,8871","33,7308","4,9142","37,2312","43,5494","2,0460","1,9368","0,0000","13,3629","36,3217","6,4723","4,7382","0,0000","0,0000","12,6962","0,0000","1,2308","5,1946","32,1606","0,0000","18,3509","24,6097","18,4534","0,0000","0,0000","0,0000",26564,89,1660,14395,13370,66,106,13554,482,7393,591,0,0,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,3634","7,9916","40,2642","0,1213","0,8892","1,2939","0,8542","0,0000","0,1030","0,4397","0,0389","2,3265","0,0000","6,3001","0,0000","0,8930","0,0000","54,2430","10,7245","0,2010","4,6005","0,0000","0,0636","0,0000","0,0000","0,0000","66,60","3,92","4,29","9,56","7,67","6,12","1,84","0,0","0,0","0,0","0,0","64,8","35,2","54,2","0,0","0,0","1,5","26,3","0,1","24,8","1,5","0,1"
27,2202,Ergolz,Liestal,BAFU,"261,1",3,1,,,"0,1953","0,1580",11025,"1085,46","597,08","526,50","734,85","475,56","273,00",304,1168,585,"2,8984",864,"15,03",1,0,0,0,"40,1989","31,1460","17,0714","9,5111","1,6022","0,3152","0,1165","0,0355","0,0032","1,0612",21956,3003,1187,11878,6224,,"0,0000","8,7193","32,4668","28,4420","25,3048","2,2900","61,4785","14,6380","43,8187","11,2059","25,6667","1,8936","49,6056","45,4381","44,9110","6,1853","0,6885","39,1425","8,7193","32,8241","12,6908","42,9887","0,0000","56,8789","0,3907","9,5960","0,0000","44,9022","1,2375","43,8737","0,0000","0,0000","0,0000","0,0000","0,0000",217,71,14,109,0,20,5,40512,17,0,0,502,270,0,0,0,0,0,2682,5841,0,0,0,0,0,0,0,0,0,0,0,"22,2858","0,0001","34,0554","0,0000","10,2110","0,0000","0,0092","0,0000","0,0000","0,0000","0,0092","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","36,6745","3,7708","7,0844","41,9716","0,0000","8,6059","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","23,1","0,1","0,5","5,2","1,0","0,0","15,9","0,4","0,0"
28,2203,Grande Eau,Aigle,BAFU,"131,5",1,3,,,"1,0005","0,9150",13566,"1605,18","841,36","783,93","626,27","411,78","225,47",416,3215,1558,"5,8965",2799,"27,19",0,0,1,0,"10,5175","20,8774","27,5033","25,5734","10,5581","3,0785","1,2091","0,5361","0,1466","1,2003",37377,3567,1391,13921,5611,"0,2842","7,7150","22,3767","36,0670","21,3761","0,0000","0,0000","41,0290","11,4113","24,1247","21,9071","30,0916","0,0000","49,1497","49,6069","20,7125","3,0916","14,1237","39,2004","30,0916","53,2823","4,1609","0,0000","0,0000","29,8277","0,0000","2,7085","3,8946","42,9420","4,3049","37,7017","7,1518","1,2965","0,0000","0,0000","0,0000",6127,12,3088,6399,974,122,155,33339,1951,8415,13807,0,0,0,0,0,1834,0,0,0,8887,11737,0,0,0,0,0,0,0,0,0,"14,5680","1,6222","2,3696","0,0000","0,3536","0,0000","0,0000","0,0000","12,1195","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","56,8619","0,0000","0,0000","0,0000","0,0055","0,5843","0,0000","0,0000","0,0000","73,63","4,90","4,79","9,08","4,72","2,31","0,57","0,0","0,0","0,0","0,0","0,0","100,0","55,7","0,0","0,0","0,6","30,7","0,5","18,3","5,5","0,1"
29,2219,Simme,Oberried /Lenk,BAFU,"34,8",1,1,,,"0,8723","0,7736",15529,"1726,18","918,96","823,14","472,69","319,52","160,49",1095,3243,2332,"5,9057",2148,"25,58",1,0,0,0,"23,8036","15,9324","19,8850","21,9837","10,4314","4,3092","2,2185","1,2303","0,2059","1,2289",330583,1418,486,4862,5880,,"12,7421","5,0044","5,0798","0,0000","0,0000","0,0000","6,3317","0,0000","0,0000","5,0798","17,7465","0,0000","17,2451","22,8263","0,0000","0,0000","0,0000","5,7066","17,7465","5,0798","0,0000","0,0000","0,0000","5,5812","0,0000","0,0000","8,3663","11,8246","0,0000","11,0252","43,8821","24,9018","0,0000","0,0000","0,0000",21894,0,897,30140,24947,276,54,6196,1263,27569,8145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,2731","34,0415","29,7884","0,0000","1,2791","0,0000","0,0000","0,0000","1,3564","0,0000","0,0000","2,9710","0,0000","0,0000","0,0000","0,0000","0,0000","98,4366","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
